1000000 100000
1 898689 968472
1 409607 904297
1 917923 811569
0 594362 827148
1 469264 796612
1 165930 958553
1 280395 850495
0 356287 881751
1 815253 339335
0 695661 732666
1 885874 914294
1 600520 176418
1 13593 593453
1 698260 227765
0 726302 376575
0 988197 364054
1 706096 928105
0 310406 157759
1 776277 145245
1 47403 864103
0 8719 242090
1 469990 109673
1 849365 470605
1 618828 36971
1 20633 564922
1 955653 864187
1 975036 176952
1 753562 525904
1 669486 811623
1 89541 498099
1 29223 93591
1 307771 758028
1 625138 347638
0 241861 874997
0 781550 148131
0 125549 671662
0 659780 96543
1 399785 123219
0 846139 278829
0 453874 938572
0 136464 962200
0 549066 315844
1 616674 591698
0 365698 834370
0 242000 375589
0 665400 976347
0 815423 333658
0 803687 327560
1 727218 874275
0 608543 18971
1 87902 224417
0 968342 34234
0 721307 701173
0 20758 147249
1 707798 196976
1 808800 952777
0 4845 298058
0 20699 542787
0 13267 805810
0 318768 409256
0 540964 534242
0 985004 703917
0 896323 287648
0 812461 998692
1 89359 395932
1 266689 650656
1 71267 323426
1 714745 799694
0 918841 863824
1 705188 784422
1 403633 734306
1 280609 158730
1 679200 450000
0 132962 658408
0 631464 31732
1 511627 784820
1 136053 2290
1 862075 914531
0 40988 205003
1 173963 458355
0 130568 285061
1 891974 533307
0 132769 862115
1 648411 490771
1 225445 339677
1 288371 559974
1 215675 217947
1 251170 787251
1 119556 919098
0 283473 691271
0 907423 633523
0 810389 109857
1 251531 18795
1 486497 43702
1 285121 442724
0 35917 134885
0 945151 31170
1 464899 26255
1 148201 760210
1 572989 490570
0 202610 811387
1 627675 426036
0 689920 394000
0 774165 899080
0 928284 842373
0 649334 688564
0 383251 40709
0 187710 759320
1 530548 811389
0 108640 924846
1 184265 368002
1 343402 421544
0 671090 460932
1 539008 281690
0 751899 227714
1 739653 437927
1 938919 857097
0 96762 642703
0 905972 617596
1 236927 481266
1 558923 779749
1 933307 931384
1 557080 367641
1 857015 277216
1 85139 156720
1 5900 803387
0 764611 918763
0 298746 804483
1 476121 388211
1 809054 249799
1 205692 113563
0 667340 92199
1 904731 214069
1 897034 340017
1 157759 487210
0 183884 782144
0 276392 461199
1 126663 721597
0 929274 205655
1 766438 717823
1 67606 436056
1 702169 500863
1 681374 28708
0 171665 814396
1 261241 535370
1 400743 308087
0 592402 322240
0 1487 713815
0 89458 684843
0 607682 171545
0 805946 571498
1 272754 389367
1 634148 674535
0 798967 952473
0 792384 689172
1 809295 224660
1 655948 596631
0 536799 935072
1 565722 940968
1 886978 875927
1 220 523861
1 864501 196840
0 901902 955030
0 343356 993516
0 603524 247531
0 159771 868607
1 552611 457536
1 11408 687627
1 776502 391807
0 248732 328802
1 704706 377978
0 983677 518757
1 665293 468886
0 528382 995382
1 168869 441080
0 386119 129717
1 901310 97615
0 570950 576070
1 468174 707769
1 139145 633162
0 529157 968942
0 457883 398289
0 722594 375616
1 317063 33265
0 135585 624320
0 541270 614013
0 388214 933947
1 273844 533906
1 256898 529953
1 392004 650185
1 560455 427331
1 658278 866981
0 783798 189341
1 356883 476281
0 324460 111402
0 689960 771182
0 807126 413401
0 410863 655399
1 10807 180736
0 864692 571853
0 725750 498278
1 552448 791066
0 172054 378972
0 753907 31020
0 804655 483092
1 130897 991519
1 66772 750704
0 906251 156802
1 892467 335421
1 204623 382811
1 228980 490658
0 322712 43995
1 717067 666082
0 374713 508653
1 656573 806550
0 468159 513188
0 714361 443382
1 774352 32336
1 92662 172334
0 661608 669024
1 689632 510034
1 574226 58616
0 651628 796267
0 377747 680751
1 964681 164385
0 381746 153666
0 561835 700909
0 575939 518910
1 900752 442610
1 968822 620045
0 337578 533508
1 163181 812796
0 417156 859399
1 581784 52938
1 501136 457197
1 374716 222400
1 149348 793069
1 194956 782993
1 594104 880303
0 862528 797640
1 803770 241682
0 604529 782497
1 283812 614283
0 216143 604507
1 630220 373382
0 621572 452054
0 394195 778372
0 140641 47175
0 492465 728545
0 307272 984149
0 531651 824988
0 617947 343903
0 441593 199461
1 346566 829581
0 322411 718273
0 846461 40180
1 670981 991521
0 283020 163752
1 480842 226248
0 781258 26254
0 380379 575127
1 398064 642254
0 235047 302268
1 850886 813983
1 961913 384534
1 729017 811873
1 456158 885884
1 749312 820927
0 366349 211858
1 404523 502095
0 719387 481776
1 812594 805981
0 793801 486226
1 456032 646113
1 736058 663311
1 340130 244385
1 68734 497304
1 18025 240663
0 116558 956116
1 967201 126651
0 760017 794773
1 97211 407961
1 368506 997496
1 642708 629104
1 756372 497311
0 398130 266621
0 702058 180899
1 380315 351572
0 316153 730852
1 877117 701045
0 130820 540456
0 785395 740789
1 25309 589097
0 948786 831192
0 248534 596682
0 747375 407570
1 872626 660243
0 357258 81522
1 443364 483004
1 787733 142875
0 278259 587026
0 237516 277826
1 731191 615360
1 885173 480215
1 171553 108015
0 460661 696499
0 478407 565802
1 892202 528973
1 743850 541952
0 909655 727860
0 793848 826450
1 326830 281950
0 672317 826839
0 745229 466138
0 434951 751147
0 134527 6285
1 899754 773591
0 882062 418438
0 537387 223625
1 242465 763144
1 736920 161554
1 6511 528008
0 705589 475473
1 888495 747166
1 781354 592071
1 731045 78221
1 439158 261148
0 788436 269416
1 868223 987308
0 267658 559046
0 888102 54995
1 326550 402437
0 853012 916197
0 11509 629703
0 909992 393895
0 281069 792549
0 8490 675866
0 537413 37397
0 519575 117504
0 239968 85245
0 190894 836476
0 814538 947861
0 580990 115571
1 614888 347744
0 956381 456748
1 459291 646248
0 581223 986606
0 693547 750624
0 527091 440833
0 879479 658067
0 491903 349669
0 652927 511313
0 977934 651626
1 204933 320103
0 910149 439948
1 478673 635045
0 622609 76830
1 663358 446990
0 864371 486740
1 76981 259560
1 821695 700095
1 880865 846746
0 802308 536446
0 729586 897454
1 394186 807228
0 210223 462322
0 425733 623928
1 122687 564682
0 491670 569106
1 545221 608467
0 719264 752583
0 858081 640509
1 956922 293545
0 760445 859361
1 553352 429439
0 854559 511335
1 549666 808097
1 291284 657909
1 798469 837475
1 129529 403451
1 135904 321442
0 839325 796207
0 781563 473338
1 277242 560505
0 252708 379528
0 100201 877145
1 560142 924766
1 452891 975387
1 107650 866628
1 360894 407342
1 757910 11978
0 782779 260614
0 817071 663510
1 164036 523478
0 340243 257191
1 556849 436759
1 913389 390150
1 926648 218332
0 82778 917212
0 465531 383061
0 596786 158015
0 859535 515313
0 612863 416732
0 655078 768436
0 674954 974428
1 734983 333881
0 135600 167915
1 422026 774886
0 478905 260679
1 314702 208952
0 282099 567756
1 810766 145411
1 552762 881244
1 28115 648467
0 296288 811630
1 395116 308657
0 815845 413571
1 934573 992070
1 582682 662259
0 182556 567098
0 311952 447785
1 26106 741919
0 98752 22104
0 430200 13681
1 732219 824733
1 777178 759874
1 742310 199069
0 875072 598311
1 491851 556072
1 146071 416311
0 65047 18236
0 937263 27147
0 669091 973217
1 893484 589324
0 527278 832077
0 66279 705339
0 207696 198459
1 729846 145647
1 749626 984727
0 706161 141451
0 607022 835253
1 607062 736859
0 165945 218689
0 820235 775103
1 214070 813636
1 259588 800811
0 945051 796752
0 858199 654008
0 557719 126359
1 872959 327085
1 937354 462499
0 11223 588887
0 862367 749020
0 645786 398948
1 700474 847370
1 452285 128754
1 342785 243557
1 252562 205015
1 181080 366080
1 848749 596970
1 370772 500066
1 884999 962379
1 478069 937744
0 600855 466102
0 58466 919027
0 291732 460593
1 694435 985285
1 408853 889470
0 495767 840513
1 784725 513892
1 535308 457187
1 975948 870357
1 598836 894384
0 180475 522771
1 894084 441006
1 185475 314407
0 378697 179153
0 883381 883333
1 434095 448247
0 530930 402968
0 641583 194508
1 270251 950247
1 652688 664767
1 430494 602399
0 492429 657111
1 212030 456765
1 905840 613127
1 862475 503938
0 834956 709514
1 127049 768565
0 145195 872207
0 928115 275029
1 934968 4158
1 997926 252144
0 566385 575921
1 840971 77792
0 515017 959298
0 185922 212768
0 56686 33416
0 444524 788487
1 91549 992771
0 968529 506108
1 515715 337198
1 572653 914876
1 758757 367692
0 691651 591577
0 58800 123456
1 122595 458010
0 441725 664552
0 615672 222306
1 924894 752404
1 112623 459027
0 452176 974595
0 822673 879881
0 127526 236448
0 140854 682875
0 947401 199338
1 651243 91859
1 942064 937123
1 602070 106306
1 494538 948616
0 985280 347689
0 407782 618005
1 67654 13795
1 164369 7447
1 632193 14344
1 606034 589528
1 57485 696650
0 131098 56336
1 172645 208721
0 744802 663477
0 401083 461272
1 452981 857371
0 167023 807134
0 613228 465267
1 436740 648700
1 477217 23786
1 343276 682088
0 396399 884834
1 638563 177718
1 41640 75923
0 348182 819635
1 527842 274146
0 46060 895207
0 597305 354600
1 812209 251698
1 601363 461590
1 296182 350447
0 649612 166845
0 633545 896677
1 560572 513676
1 383898 157327
0 778780 108544
0 964004 535138
0 76818 930502
0 207155 508497
0 294536 496208
1 60060 344599
1 947897 691910
1 524461 328200
0 314330 389166
0 550519 108909
0 230908 72159
0 790485 740711
0 168416 46757
1 816312 949799
0 540519 713968
1 756721 522131
0 999043 528165
0 217204 282952
1 286903 704716
1 1270 27577
0 424132 337518
1 153618 696482
0 483000 192782
0 248365 594299
1 275109 54036
0 394499 950475
1 104474 122115
0 978540 226659
0 363797 653018
1 815585 96450
0 10512 905195
0 937268 787227
0 712478 255206
0 903455 209894
1 667230 838592
0 408374 200791
1 509188 140255
0 191267 678260
1 755429 681724
1 871508 49592
0 455804 758860
1 719405 919623
0 749385 427582
0 345854 555644
0 558986 165841
0 874328 393901
1 736991 368475
0 21536 475900
1 662404 868709
0 71978 238258
1 929542 987298
1 740164 957059
0 367791 762806
1 12183 6034
1 917988 353211
0 56946 106178
1 555617 286118
0 237702 662550
0 72731 731152
1 976051 465588
1 554100 143394
1 117997 15714
0 178805 42473
1 538147 502859
1 219733 85421
1 9468 985584
1 581697 195224
1 650424 511788
1 124176 563860
1 158571 158333
0 411961 762888
0 876888 11728
0 38442 974357
0 789097 869362
1 10346 120866
0 101688 150942
0 714452 540477
0 357976 550022
0 75958 603076
1 272566 379522
1 409701 959218
1 466085 760466
1 793281 991700
1 389640 789925
0 164516 675288
0 932852 481121
0 546364 698397
0 642834 144748
1 224539 886807
0 348132 543897
0 917350 583362
0 582761 31855
1 29538 101927
0 570016 649
1 31749 34951
0 349133 831282
1 452102 729557
0 598179 578871
1 63995 766199
0 704051 23383
0 518504 884516
0 401993 434747
0 535440 54875
1 312444 514178
0 842432 428822
0 713856 767572
1 550478 239406
0 537426 536950
0 645639 408217
1 109920 975391
1 582032 277090
0 225844 999038
0 351701 848196
1 422664 611550
1 69070 417340
0 666656 110859
1 136963 783781
1 928837 885788
0 193695 635962
1 538777 985993
1 213306 468039
1 752903 461933
1 171748 774542
1 39705 298093
0 400781 84332
1 11939 984959
0 20112 163260
0 571207 14023
0 223947 710240
0 60509 855428
1 705509 642585
0 921879 10614
0 55198 132978
1 588233 134247
0 539397 619535
0 197058 780564
1 48525 749284
1 835916 49628
1 206995 54532
0 466681 550013
0 323287 775615
0 391337 537715
1 395173 576283
1 991610 774743
1 203239 803985
1 42760 10831
1 876390 379402
1 781915 401016
1 893660 470665
0 536911 368195
1 224452 914156
1 133744 956035
0 206522 176716
0 193806 781600
0 288695 866449
1 257387 804937
0 863691 115698
0 863152 499713
0 950046 957382
0 846771 814420
1 236183 947606
0 869413 409810
1 956813 458465
0 80690 547639
1 539553 113805
1 357689 618337
0 747305 353123
1 307564 543788
1 590709 700801
1 326891 240491
1 556447 155210
0 843905 155961
0 177888 699434
1 966512 527640
1 757645 866676
1 51571 718011
1 535306 251934
1 314887 813103
0 854841 80559
1 108159 95769
0 483728 885169
1 217806 307253
1 240422 5608
0 16952 478954
0 279525 70693
1 674417 460382
0 803504 546490
0 940733 129612
0 10542 263315
0 974849 29357
1 462020 466372
0 216419 279231
0 657555 779245
0 435915 942786
1 224964 773897
0 991908 86578
1 167949 174970
1 897977 192954
0 911876 289040
1 591319 26124
1 256456 430454
0 665690 864485
0 29562 90371
1 173587 312342
0 542973 751464
1 505647 143248
0 945502 744847
0 268586 653096
1 297800 545184
0 770064 572882
0 865824 904164
0 214512 939405
0 977722 432974
0 815155 756602
1 280355 466261
1 524288 737845
0 821224 574014
1 199696 403012
1 213202 743245
0 192530 914578
0 727766 357027
1 176108 423872
1 909241 885471
0 904266 855533
0 155202 644374
1 6967 970238
1 362038 858677
1 182051 260269
0 30247 649647
0 604116 14925
0 119261 809190
1 950950 943371
0 309310 996976
0 334209 886957
1 939463 610459
1 139504 366776
0 6807 307457
0 132707 764245
0 901413 901519
1 70387 349464
1 200600 624419
1 934529 758760
1 888009 783917
1 395106 783969
1 974223 115622
1 816682 584383
1 778516 991835
1 918713 196154
1 812667 130062
1 585078 322483
1 814603 44413
0 121510 238017
1 835680 361397
1 715899 887245
1 159932 872828
1 247964 838292
0 6370 321913
1 661257 227576
1 780976 199602
1 580621 235746
1 166390 575910
0 188118 809893
1 610180 119062
0 841056 561813
1 819126 273458
0 933949 219029
1 866265 706970
1 991662 436485
0 318208 319396
1 311909 523278
0 358272 269098
0 614440 970153
1 904240 200339
1 332810 661424
1 919234 587575
1 57748 506979
0 390071 864428
1 30450 267175
1 646239 677236
1 442720 201834
0 182763 190067
1 17868 384225
0 45026 8295
1 64242 722381
0 27908 455184
1 11012 702320
0 318240 604157
1 179113 772549
1 20741 299062
1 782665 428491
0 915129 623970
0 237778 780244
0 974368 522882
0 904735 626399
1 222140 905727
1 999861 887081
1 904568 11693
1 737200 985016
1 105693 963744
1 599824 593347
1 152291 764552
0 915330 628783
0 132595 880276
1 256180 375509
1 561121 30371
1 814713 158048
1 598126 545677
0 841342 950818
0 459363 760613
1 31882 662136
0 544475 405095
0 73981 110892
1 120835 303466
1 44098 673220
0 923345 506
0 250744 570193
0 701794 689375
1 815453 134045
1 154039 720825
1 265150 790559
1 167293 397452
0 769298 838395
0 966497 900404
1 842666 352222
0 766178 828564
1 29104 538774
1 322213 258141
0 10852 840561
0 451255 404052
0 488356 510562
1 264964 898498
0 695686 322031
1 819448 585398
0 365367 864504
0 987935 304579
1 185656 307549
1 331123 83920
1 440148 848287
1 864210 219726
1 630252 336352
1 737612 790936
1 624111 572395
1 289046 71028
1 839839 300253
1 431876 107422
1 349561 798527
0 398347 413957
1 262532 701043
0 634184 779810
0 411020 293010
0 406692 233645
0 383976 179418
0 284966 130335
0 950241 843697
1 26622 824602
0 234251 717759
1 464181 524895
1 909004 783237
1 562132 849595
1 152667 271476
0 692641 552439
0 219380 467873
0 116847 256489
1 745015 595091
0 685425 757341
1 128566 763096
0 720814 31619
0 501363 415734
0 81891 673599
1 661520 200110
1 163646 566484
1 990831 826494
0 848361 988893
1 879058 941204
0 849525 519821
0 546115 430947
0 643449 229004
0 353207 726174
0 794141 663243
1 857410 645722
1 69228 520143
1 835790 488264
0 772540 527472
1 938989 360718
1 792258 626177
1 136259 851423
0 715289 254210
0 513697 320280
1 167237 396366
1 7703 236130
0 90197 614200
1 860915 25685
1 298605 183852
1 227127 115614
0 137529 295343
1 764646 123167
1 837402 655416
1 841503 319199
0 982960 248416
0 977718 228909
1 280664 453640
0 556361 763546
0 491199 182955
1 536838 970360
1 16547 826502
0 963776 262205
1 13422 967413
1 687757 408513
1 574096 18981
1 936780 973059
0 640502 374385
1 843900 627922
0 331068 370232
1 995645 657128
1 67448 345680
0 99988 447488
1 961688 823738
1 111674 763108
0 675363 806299
0 799216 574645
0 598250 856546
1 996808 99458
0 222920 797718
1 750170 721813
1 60857 616975
1 757138 700690
1 480565 773624
1 669350 308591
0 743371 903371
1 521564 691708
0 372419 260161
0 409781 299402
0 135695 682146
0 442711 893605
0 733075 791874
0 595157 561660
0 980157 308757
0 866698 508663
1 430765 215080
0 933828 619221
0 665968 961115
0 337259 712217
1 769374 890931
0 124501 20249
1 774452 310514
0 302826 868484
0 977182 697810
1 292620 591291
0 407935 456162
0 324925 352864
1 956963 738312
1 947788 362436
1 199087 967518
1 519293 471584
1 108639 654026
0 820354 940382
0 377761 805070
1 272861 350895
0 912627 318806
1 266052 482793
0 946660 916963
1 395620 508560
1 490047 141467
0 459744 687330
0 494829 955814
0 247420 938692
0 678415 998137
1 725490 425443
0 56614 362362
0 123691 65966
0 184294 701950
0 899396 175884
1 988593 41916
1 396037 77324
1 837797 757444
0 685137 301425
1 511758 705422
0 553626 422178
0 998177 929459
1 836974 358244
1 208460 766691
0 282226 715848
1 478537 74942
0 534505 471736
1 129794 206126
0 158013 364896
1 975933 309793
0 591731 935953
0 953000 525979
1 378885 217105
1 291685 505517
0 26572 256197
1 255512 80429
1 545541 836286
0 282121 942671
1 986029 158026
1 393895 673198
1 714541 623072
1 554920 747762
1 810424 341712
0 236448 327032
1 440942 769562
1 968598 191079
0 258983 475609
1 757817 92049
0 4618 980285
0 880361 589590
1 672854 783030
0 279291 40679
1 929001 789471
0 838866 387537
0 273392 998960
0 384515 311336
0 701878 61
0 100578 119144
0 544638 749813
1 79852 394223
0 306189 157597
1 229351 357681
0 690948 33537
1 249913 554326
0 167205 538728
1 93059 689515
0 176929 275844
0 724791 325020
0 981648 514613
1 266612 805409
1 105789 323572
1 654501 890978
0 802036 56872
1 54332 961935
1 620878 529700
0 686800 533393
1 12219 223090
1 776647 250027
1 933596 631862
0 354211 979483
1 881109 341514
1 459623 564161
1 367064 821138
1 578688 638759
0 974281 712946
1 473214 696501
1 723941 118387
1 551090 830169
1 803656 295118
1 568048 232244
1 49823 99774
0 6125 984745
0 475161 842488
1 716974 255237
0 659226 198214
0 332327 994674
0 319022 873488
1 971254 783488
1 155537 45327
0 911519 239775
1 335518 260770
0 603359 278815
1 264342 326683
1 359543 228956
1 886931 995677
1 754242 373050
0 77559 861234
1 774617 999582
1 821954 384051
1 459695 586297
0 737911 727690
1 674211 13883
0 156996 829178
0 133673 873058
0 35943 333520
0 261939 918210
0 455942 70711
0 909542 506786
0 482098 537836
1 193119 665581
1 549354 449895
0 18755 354727
0 588823 968256
1 468705 117380
0 379958 780561
0 885402 39291
0 847116 844789
1 138929 930504
0 993648 357122
0 74645 665196
1 820655 758844
1 828713 501360
0 661893 156562
0 208449 793612
0 987758 432571
1 420318 97115
1 318838 724439
0 351052 726799
0 731383 957852
1 56312 313500
0 580935 539003
0 887101 731728
0 383151 674249
0 431116 322252
1 949173 963789
1 808880 880685
0 674181 183955
1 744860 414036
1 319492 621097
0 461853 629373
1 637663 486724
0 63527 649414
1 946921 297511
1 591788 872974
0 336327 569454
1 219220 593234
0 536539 766834
1 667251 334963
1 863471 772291
1 471756 398893
0 857020 41805
1 94264 735652
1 203852 96696
1 993774 276020
1 878190 765749
1 295044 558431
0 738272 595450
0 746599 188875
0 397 392553
0 122115 348786
1 287732 890608
0 499207 535994
0 708301 382252
1 56237 712064
0 364401 281436
0 152683 990316
0 483372 437404
0 313469 403774
1 36668 464531
0 340999 392104
0 820617 1092
1 739457 166377
1 72717 275206
0 554973 692092
0 416863 806958
0 642846 336518
0 307473 858593
0 269419 319767
0 562593 85099
0 126612 555591
0 464358 465228
1 413525 135412
0 577296 374446
0 620807 977970
0 55727 719087
1 228161 53441
1 591198 457554
0 744401 721501
0 702658 680322
0 630593 945515
0 691850 933224
0 933908 394848
0 848841 187906
0 425408 740505
0 279205 872671
1 35310 155481
1 925862 337619
1 626452 751472
0 946958 52086
0 634152 788045
1 986405 87557
0 578591 562644
1 260299 223152
0 807498 132742
0 773297 948551
1 112270 236465
0 745698 274463
1 225246 510046
0 36820 999479
0 565413 153225
0 346679 746477
1 523156 590237
0 779817 241833
1 806313 186608
1 637934 309165
0 920980 48619
0 807288 607357
1 240699 466656
0 550826 342381
1 670338 958346
1 459005 648907
1 134615 148503
1 755483 403512
0 924347 567649
0 668786 434336
1 608135 202090
0 388943 135562
1 591215 782969
0 773994 115625
0 535345 490222
0 382410 236862
1 345488 229245
0 1121 474305
0 657648 288395
0 674525 428765
0 471122 962791
1 437629 781769
1 538484 343162
0 277505 414069
0 620931 410861
0 750102 45760
1 194231 896571
1 765369 914227
1 358232 55646
0 580061 658992
0 76721 70162
0 926790 521583
0 530689 525398
1 661159 275881
1 223780 565163
0 164787 800364
0 866603 968306
0 982640 864383
1 49380 939428
0 770268 929747
1 61388 394974
0 374645 199285
1 207362 366815
0 286774 35518
1 304317 198029
1 17057 107234
0 113474 274160
0 721054 939575
1 866612 418342
1 867093 739906
1 133718 492747
0 996349 118585
1 869849 92951
1 670162 116987
1 692413 355577
1 110627 551641
1 39308 288589
1 910562 103887
1 270648 838097
0 797516 637578
0 909285 444987
1 355378 746698
0 884501 869547
1 752326 507032
1 911965 973291
1 573791 4859
1 263605 976804
0 796675 512423
1 509043 610258
0 211118 227344
0 918387 486566
0 225403 717049
0 572994 822671
0 771426 245111
0 407684 302603
1 359084 501109
1 446900 504760
0 126995 569891
0 691657 556441
1 210007 731405
1 222137 132431
0 635328 237369
1 101467 340685
0 883216 896683
0 997693 210863
0 691871 375772
0 234173 689765
1 674762 952823
0 743906 895942
0 803947 321479
1 746960 567170
0 320458 980570
0 904241 24975
1 135077 704638
0 699877 297363
1 722628 425004
1 501521 480667
1 449878 619561
0 178155 469568
1 977058 629553
0 738293 768473
0 972286 589637
0 794827 323421
1 368475 365302
1 111112 462594
0 259005 34341
0 184174 222953
1 789656 439830
1 996876 542825
1 919729 791522
1 191848 78765
1 82809 280012
0 861596 230136
1 171155 310818
1 942086 72263
1 733276 98566
1 370482 366244
0 533081 216275
1 157066 960836
0 209354 435803
1 958203 213737
1 549268 160092
0 546968 553492
1 391298 102097
0 449894 113765
1 340745 669667
1 6361 296594
1 168033 184655
0 705919 250975
0 591735 973191
1 720020 931091
0 190803 417766
0 79559 791066
1 382957 246881
1 344487 300252
1 396961 900147
0 712637 731881
0 432956 84169
0 646360 800811
1 363191 393665
0 846787 632195
1 721363 400361
1 661094 317232
1 339376 986438
0 270212 145544
1 258789 447914
0 203958 635726
0 389981 97408
1 449507 786114
1 315103 501646
0 200419 609410
0 605576 872113
0 675254 990272
1 710370 113958
0 126603 962357
1 305423 801758
0 300470 909484
1 609218 10820
1 127444 314628
1 246342 109031
0 765617 233050
0 848285 561084
1 954342 567347
1 669221 371971
1 17696 501657
1 343810 219874
0 342037 636493
1 785103 479135
1 463710 98305
0 855518 319508
1 638707 164773
0 670081 981054
1 312653 838164
0 635906 767798
0 543103 650296
1 16120 502589
0 825622 149001
1 378444 966105
0 416200 746069
0 613142 693689
1 566932 17857
0 250838 640355
1 780479 369737
0 627107 89861
1 648557 940872
0 723982 921079
0 316532 532981
0 836692 891481
0 270872 684757
1 209743 844673
1 774869 539431
1 442444 654939
0 244445 384181
1 574362 230189
1 882718 284764
0 968165 938942
1 25075 156353
1 453492 254060
0 792186 833477
1 290480 515608
0 20550 514986
1 497926 654628
0 808030 130789
1 459217 413945
1 980266 840362
1 367236 928974
0 117324 818423
1 30251 576912
1 524903 46257
0 101308 779469
1 432286 758383
1 807710 414188
1 593468 877929
0 580573 185392
0 579960 411959
1 92625 545531
1 175872 950718
1 910586 32213
1 682402 330208
0 655884 963410
0 17032 899644
0 917790 268993
0 765405 190827
0 699228 144653
0 660213 357353
1 300563 170682
0 709517 299972
1 805412 523320
0 13263 260103
1 749119 782481
1 543300 446516
0 910201 491619
1 45424 536658
1 354006 284303
1 492798 161952
0 759065 931730
0 401402 6413
0 247467 122582
0 373869 863719
1 393776 926464
1 856089 418247
0 451356 787707
0 498636 780158
0 576371 238699
0 649313 128182
1 798261 892537
0 465718 655509
1 238983 687052
1 791138 413031
0 358203 944383
1 266543 568446
1 338790 789048
0 306206 678301
1 443358 826349
1 122039 537099
0 726069 722079
1 752004 995088
1 165905 206818
1 675197 782430
1 972173 360033
0 167730 420427
1 549434 953493
1 708375 166790
0 765543 885907
1 501748 9616
0 234948 217451
1 893569 637083
0 664519 267516
0 481692 919559
0 801907 475440
1 55293 396654
1 437965 989906
1 185163 280608
1 860999 950269
0 159599 233390
0 932921 177552
1 857704 895803
1 59463 117412
0 658859 532248
0 97025 500172
0 726877 784021
1 164173 393626
0 280611 828074
0 319749 253538
1 705448 788768
1 300740 972085
0 288312 418074
0 599297 294272
0 54483 78227
1 273809 1398
1 150660 944576
1 179989 694925
0 962576 30598
0 819094 923312
1 340263 685943
1 186901 685952
1 71121 671519
0 557008 977526
0 92385 442123
1 317911 313151
1 961530 52975
0 336373 27043
0 879200 426850
1 88541 856051
0 264014 954120
0 530085 715621
1 212333 109308
0 134161 934209
0 947394 138850
0 511540 369807
1 825188 763804
1 13877 5803
0 381911 655483
1 852067 533852
0 936235 165790
1 487220 376763
0 884168 368858
0 378037 433253
0 319602 748284
0 851457 643563
1 403625 488657
0 739740 300071
1 600245 430883
1 345636 488275
0 133261 447769
1 268353 767704
0 292322 795527
0 864681 292154
0 173798 494949
1 664980 687456
0 152462 349435
0 940714 727920
0 277727 425885
1 578274 101979
0 890465 8768
0 321289 444401
0 912546 73543
1 939937 331142
1 316411 37244
1 911540 132372
0 140500 426258
1 694401 195658
1 569793 463652
1 864050 535197
1 723720 750047
1 811131 703896
1 620169 77155
1 437427 303284
1 157602 425232
1 591977 33321
0 551210 793567
1 382932 23637
1 164152 470705
0 623001 454159
0 15530 24746
1 457721 233795
1 928259 437146
0 614671 182285
1 264511 938032
0 287730 637847
1 153512 299548
1 526150 164726
0 323308 799114
1 139423 105066
1 990321 257549
1 586963 957455
1 555408 984293
0 254437 632895
0 497457 378303
0 981783 886004
0 175351 515708
0 590247 785987
1 512819 582364
0 62004 909317
0 254007 207505
0 615590 2496
0 425936 943857
0 689593 241275
0 799034 43018
0 495535 195262
0 258405 24192
0 678772 838020
1 543680 743472
0 752288 939842
1 640237 83478
0 666647 746403
0 526978 89321
0 192579 15923
0 313953 882897
1 518244 604447
1 688943 381125
0 526756 404133
1 579201 982353
0 977332 977858
0 487153 437331
1 918192 122171
1 653836 664744
0 292543 701750
1 495537 160513
0 360094 477978
1 353571 790024
1 318992 829135
1 382945 286413
0 505639 996715
1 920526 245159
1 447323 857589
0 334422 956585
0 568586 148919
1 401338 732092
1 490911 267378
1 237243 667064
0 628296 743807
1 187955 731252
0 588291 645213
0 848736 603989
1 934123 193995
0 846002 553465
1 178777 326926
0 896015 825049
1 479134 500538
0 364873 295459
0 945012 968995
1 416584 134278
1 624418 860536
0 41000 396905
0 196362 454534
0 573384 142929
1 146782 541401
0 906770 825368
1 453327 767176
0 418944 625527
0 741568 882496
1 518445 857251
1 756021 755284
1 481076 686990
0 232767 307979
1 948824 238980
1 88491 849526
1 639907 764632
1 956765 788971
0 322556 234652
1 376803 852333
1 406917 242566
0 652105 527333
1 371950 438353
1 955034 159810
0 417167 27353
1 530432 72054
1 378196 798431
1 412447 478521
0 107638 973113
0 562443 126530
0 453861 854044
0 927540 339249
1 831457 105352
1 310042 134402
1 704476 182974
0 800702 788732
1 467537 280891
1 800958 128863
1 194896 980898
0 928194 928805
0 941390 765510
0 387489 218237
1 277741 884943
1 812990 504697
0 384787 56860
0 824716 249768
0 637284 575796
0 233114 141028
0 628210 698491
0 515470 713798
0 873671 422099
1 12466 202958
0 14011 821465
0 414293 566727
0 947693 164666
1 795626 394426
1 644954 992209
0 617854 451056
0 276003 744410
0 276264 211009
0 200356 578338
1 600346 614108
0 637868 834776
0 640465 924432
1 407405 817809
1 758000 117658
1 778358 326379
0 124087 137709
1 477576 167462
0 992835 206332
0 347172 286670
0 959429 817612
1 331986 332822
1 25051 807557
0 745200 811397
1 370794 532731
0 704420 183267
0 464399 790779
1 415954 321052
1 97146 240482
1 480033 482854
0 37553 71863
1 591681 261537
0 908277 391149
1 275679 813714
0 243276 437332
0 626843 23798
1 358371 83100
1 954400 177192
0 613509 790595
0 775422 711266
0 930957 361593
1 9348 488883
